ano,mes,mes_nome,capitulo,grupo_cid,aih
2018,2,Fev,Cap 01,Infeccioso/Parasitário,64412
2018,2,Fev,Cap 02,Neoplasias,60207
2018,2,Fev,Cap 03,Sangue/Imunidade,7916
2018,2,Fev,Cap 04,Endócrino/Metabólico,18638
2018,2,Fev,Cap 05,Mental/Comportamental,23704
2018,2,Fev,Cap 06,Nervoso,15366
2018,2,Fev,Cap 07,Olho/Anexos,8694
2018,2,Fev,Cap 08,Ouvido,1417
2018,2,Fev,Cap 09,Cardiovascular,86689
2018,2,Fev,Cap 10,Respiratório,67973
2018,2,Fev,Cap 11,Digestivo,85380
2018,2,Fev,Cap 12,Pele/Subcutâneo,20850
2018,2,Fev,Cap 13,Osteomuscular,15697
2018,2,Fev,Cap 14,Geniturinário,63391
2018,2,Fev,Cap 15,Materno/Perinatal,192866
2018,2,Fev,Cap 16,Perinatal,23318
2018,2,Fev,Cap 17,Congênito,6356
2018,2,Fev,Cap 18,Sintomas/Sinais,15472
2018,2,Fev,Cap 19,Lesões/Traumas,89282
2018,2,Fev,Cap 20,Causas Externas,0
2018,2,Fev,Cap 21,Fatores de Saúde,18322
2018,3,Mar,Cap 01,Infeccioso/Parasitário,71428
2018,3,Mar,Cap 02,Neoplasias,70578
2018,3,Mar,Cap 03,Sangue/Imunidade,9185
2018,3,Mar,Cap 04,Endócrino/Metabólico,20672
2018,3,Mar,Cap 05,Mental/Comportamental,26239
2018,3,Mar,Cap 06,Nervoso,17018
2018,3,Mar,Cap 07,Olho/Anexos,10824
2018,3,Mar,Cap 08,Ouvido,1744
2018,3,Mar,Cap 09,Cardiovascular,96231
2018,3,Mar,Cap 10,Respiratório,95885
2018,3,Mar,Cap 11,Digestivo,99332
2018,3,Mar,Cap 12,Pele/Subcutâneo,23471
2018,3,Mar,Cap 13,Osteomuscular,18116
2018,3,Mar,Cap 14,Geniturinário,73683
2018,3,Mar,Cap 15,Materno/Perinatal,220235
2018,3,Mar,Cap 16,Perinatal,26645
2018,3,Mar,Cap 17,Congênito,7304
2018,3,Mar,Cap 18,Sintomas/Sinais,17799
2018,3,Mar,Cap 19,Lesões/Traumas,99553
2018,3,Mar,Cap 20,Causas Externas,0
2018,3,Mar,Cap 21,Fatores de Saúde,22212
2018,4,Abr,Cap 01,Infeccioso/Parasitário,67197
2018,4,Abr,Cap 02,Neoplasias,71361
2018,4,Abr,Cap 03,Sangue/Imunidade,8831
2018,4,Abr,Cap 04,Endócrino/Metabólico,19784
2018,4,Abr,Cap 05,Mental/Comportamental,25192
2018,4,Abr,Cap 06,Nervoso,17261
2018,4,Abr,Cap 07,Olho/Anexos,9856
2018,4,Abr,Cap 08,Ouvido,1740
2018,4,Abr,Cap 09,Cardiovascular,94971
2018,4,Abr,Cap 10,Respiratório,114082
2018,4,Abr,Cap 11,Digestivo,99306
2018,4,Abr,Cap 12,Pele/Subcutâneo,22926
2018,4,Abr,Cap 13,Osteomuscular,18489
2018,4,Abr,Cap 14,Geniturinário,71025
2018,4,Abr,Cap 15,Materno/Perinatal,219948
2018,4,Abr,Cap 16,Perinatal,25548
2018,4,Abr,Cap 17,Congênito,7375
2018,4,Abr,Cap 18,Sintomas/Sinais,17342
2018,4,Abr,Cap 19,Lesões/Traumas,98962
2018,4,Abr,Cap 20,Causas Externas,0
2018,4,Abr,Cap 21,Fatores de Saúde,21843
2018,5,Mai,Cap 01,Infeccioso/Parasitário,65047
2018,5,Mai,Cap 02,Neoplasias,71189
2018,5,Mai,Cap 03,Sangue/Imunidade,8826
2018,5,Mai,Cap 04,Endócrino/Metabólico,19593
2018,5,Mai,Cap 05,Mental/Comportamental,25295
2018,5,Mai,Cap 06,Nervoso,17171
2018,5,Mai,Cap 07,Olho/Anexos,10580
2018,5,Mai,Cap 08,Ouvido,1720
2018,5,Mai,Cap 09,Cardiovascular,96319
2018,5,Mai,Cap 10,Respiratório,125820
2018,5,Mai,Cap 11,Digestivo,98663
2018,5,Mai,Cap 12,Pele/Subcutâneo,23029
2018,5,Mai,Cap 13,Osteomuscular,18020
2018,5,Mai,Cap 14,Geniturinário,69733
2018,5,Mai,Cap 15,Materno/Perinatal,221368
2018,5,Mai,Cap 16,Perinatal,25595
2018,5,Mai,Cap 17,Congênito,7247
2018,5,Mai,Cap 18,Sintomas/Sinais,17001
2018,5,Mai,Cap 19,Lesões/Traumas,99484
2018,5,Mai,Cap 20,Causas Externas,0
2018,5,Mai,Cap 21,Fatores de Saúde,22488
2018,6,Jun,Cap 01,Infeccioso/Parasitário,58310
2018,6,Jun,Cap 02,Neoplasias,68249
2018,6,Jun,Cap 03,Sangue/Imunidade,8261
2018,6,Jun,Cap 04,Endócrino/Metabólico,19120
2018,6,Jun,Cap 05,Mental/Comportamental,25054
2018,6,Jun,Cap 06,Nervoso,16421
2018,6,Jun,Cap 07,Olho/Anexos,10537
2018,6,Jun,Cap 08,Ouvido,1542
2018,6,Jun,Cap 09,Cardiovascular,95796
2018,6,Jun,Cap 10,Respiratório,121747
2018,6,Jun,Cap 11,Digestivo,93948
2018,6,Jun,Cap 12,Pele/Subcutâneo,21510
2018,6,Jun,Cap 13,Osteomuscular,17353
2018,6,Jun,Cap 14,Geniturinário,66616
2018,6,Jun,Cap 15,Materno/Perinatal,204953
2018,6,Jun,Cap 16,Perinatal,24108
2018,6,Jun,Cap 17,Congênito,6992
2018,6,Jun,Cap 18,Sintomas/Sinais,16213
2018,6,Jun,Cap 19,Lesões/Traumas,96630
2018,6,Jun,Cap 20,Causas Externas,0
2018,6,Jun,Cap 21,Fatores de Saúde,21670
2018,7,Jul,Cap 01,Infeccioso/Parasitário,59295
2018,7,Jul,Cap 02,Neoplasias,72054
2018,7,Jul,Cap 03,Sangue/Imunidade,8463
2018,7,Jul,Cap 04,Endócrino/Metabólico,19974
2018,7,Jul,Cap 05,Mental/Comportamental,25165
2018,7,Jul,Cap 06,Nervoso,17057
2018,7,Jul,Cap 07,Olho/Anexos,10790
2018,7,Jul,Cap 08,Ouvido,1668
2018,7,Jul,Cap 09,Cardiovascular,100285
2018,7,Jul,Cap 10,Respiratório,117063
2018,7,Jul,Cap 11,Digestivo,98794
2018,7,Jul,Cap 12,Pele/Subcutâneo,22058
2018,7,Jul,Cap 13,Osteomuscular,18786
2018,7,Jul,Cap 14,Geniturinário,69056
2018,7,Jul,Cap 15,Materno/Perinatal,208155
2018,7,Jul,Cap 16,Perinatal,24323
2018,7,Jul,Cap 17,Congênito,7469
2018,7,Jul,Cap 18,Sintomas/Sinais,16929
2018,7,Jul,Cap 19,Lesões/Traumas,102028
2018,7,Jul,Cap 20,Causas Externas,0
2018,7,Jul,Cap 21,Fatores de Saúde,22176
2018,8,Ago,Cap 01,Infeccioso/Parasitário,60075
2018,8,Ago,Cap 02,Neoplasias,75934
2018,8,Ago,Cap 03,Sangue/Imunidade,8957
2018,8,Ago,Cap 04,Endócrino/Metabólico,21286
2018,8,Ago,Cap 05,Mental/Comportamental,26132
2018,8,Ago,Cap 06,Nervoso,17820
2018,8,Ago,Cap 07,Olho/Anexos,12109
2018,8,Ago,Cap 08,Ouvido,1752
2018,8,Ago,Cap 09,Cardiovascular,104820
2018,8,Ago,Cap 10,Respiratório,104802
2018,8,Ago,Cap 11,Digestivo,104960
2018,8,Ago,Cap 12,Pele/Subcutâneo,23317
2018,8,Ago,Cap 13,Osteomuscular,19416
2018,8,Ago,Cap 14,Geniturinário,73912
2018,8,Ago,Cap 15,Materno/Perinatal,206721
2018,8,Ago,Cap 16,Perinatal,24462
2018,8,Ago,Cap 17,Congênito,8322
2018,8,Ago,Cap 18,Sintomas/Sinais,17846
2018,8,Ago,Cap 19,Lesões/Traumas,102649
2018,8,Ago,Cap 20,Causas Externas,0
2018,8,Ago,Cap 21,Fatores de Saúde,23639
2018,9,Set,Cap 01,Infeccioso/Parasitário,57141
2018,9,Set,Cap 02,Neoplasias,67351
2018,9,Set,Cap 03,Sangue/Imunidade,8638
2018,9,Set,Cap 04,Endócrino/Metabólico,19809
2018,9,Set,Cap 05,Mental/Comportamental,23716
2018,9,Set,Cap 06,Nervoso,16271
2018,9,Set,Cap 07,Olho/Anexos,11173
2018,9,Set,Cap 08,Ouvido,1617
2018,9,Set,Cap 09,Cardiovascular,94902
2018,9,Set,Cap 10,Respiratório,94164
2018,9,Set,Cap 11,Digestivo,98008
2018,9,Set,Cap 12,Pele/Subcutâneo,20813
2018,9,Set,Cap 13,Osteomuscular,17614
2018,9,Set,Cap 14,Geniturinário,68613
2018,9,Set,Cap 15,Materno/Perinatal,199474
2018,9,Set,Cap 16,Perinatal,23324
2018,9,Set,Cap 17,Congênito,7225
2018,9,Set,Cap 18,Sintomas/Sinais,17206
2018,9,Set,Cap 19,Lesões/Traumas,97444
2018,9,Set,Cap 20,Causas Externas,0
2018,9,Set,Cap 21,Fatores de Saúde,21535
2018,10,Out,Cap 01,Infeccioso/Parasitário,56966
2018,10,Out,Cap 02,Neoplasias,69142
2018,10,Out,Cap 03,Sangue/Imunidade,8721
2018,10,Out,Cap 04,Endócrino/Metabólico,19863
2018,10,Out,Cap 05,Mental/Comportamental,23964
2018,10,Out,Cap 06,Nervoso,16275
2018,10,Out,Cap 07,Olho/Anexos,12276
2018,10,Out,Cap 08,Ouvido,1607
2018,10,Out,Cap 09,Cardiovascular,94398
2018,10,Out,Cap 10,Respiratório,88634
2018,10,Out,Cap 11,Digestivo,100459
2018,10,Out,Cap 12,Pele/Subcutâneo,21346
2018,10,Out,Cap 13,Osteomuscular,18261
2018,10,Out,Cap 14,Geniturinário,71190
2018,10,Out,Cap 15,Materno/Perinatal,193133
2018,10,Out,Cap 16,Perinatal,21751
2018,10,Out,Cap 17,Congênito,7359
2018,10,Out,Cap 18,Sintomas/Sinais,16911
2018,10,Out,Cap 19,Lesões/Traumas,93275
2018,10,Out,Cap 20,Causas Externas,0
2018,10,Out,Cap 21,Fatores de Saúde,21924
2018,11,Nov,Cap 01,Infeccioso/Parasitário,48506
2018,11,Nov,Cap 02,Neoplasias,55723
2018,11,Nov,Cap 03,Sangue/Imunidade,7383
2018,11,Nov,Cap 04,Endócrino/Metabólico,16240
2018,11,Nov,Cap 05,Mental/Comportamental,18936
2018,11,Nov,Cap 06,Nervoso,13224
2018,11,Nov,Cap 07,Olho/Anexos,10618
2018,11,Nov,Cap 08,Ouvido,1391
2018,11,Nov,Cap 09,Cardiovascular,75910
2018,11,Nov,Cap 10,Respiratório,74226
2018,11,Nov,Cap 11,Digestivo,83221
2018,11,Nov,Cap 12,Pele/Subcutâneo,17245
2018,11,Nov,Cap 13,Osteomuscular,14644
2018,11,Nov,Cap 14,Geniturinário,60345
2018,11,Nov,Cap 15,Materno/Perinatal,170399
2018,11,Nov,Cap 16,Perinatal,18099
2018,11,Nov,Cap 17,Congênito,5402
2018,11,Nov,Cap 18,Sintomas/Sinais,13291
2018,11,Nov,Cap 19,Lesões/Traumas,74353
2018,11,Nov,Cap 20,Causas Externas,0
2018,11,Nov,Cap 21,Fatores de Saúde,18824
2018,12,Dez,Cap 01,Infeccioso/Parasitário,30185
2018,12,Dez,Cap 02,Neoplasias,31323
2018,12,Dez,Cap 03,Sangue/Imunidade,4529
2018,12,Dez,Cap 04,Endócrino/Metabólico,10298
2018,12,Dez,Cap 05,Mental/Comportamental,9493
2018,12,Dez,Cap 06,Nervoso,7700
2018,12,Dez,Cap 07,Olho/Anexos,7360
2018,12,Dez,Cap 08,Ouvido,854
2018,12,Dez,Cap 09,Cardiovascular,45112
2018,12,Dez,Cap 10,Respiratório,44687
2018,12,Dez,Cap 11,Digestivo,52885
2018,12,Dez,Cap 12,Pele/Subcutâneo,10894
2018,12,Dez,Cap 13,Osteomuscular,8661
2018,12,Dez,Cap 14,Geniturinário,37676
2018,12,Dez,Cap 15,Materno/Perinatal,116696
2018,12,Dez,Cap 16,Perinatal,9490
2018,12,Dez,Cap 17,Congênito,3221
2018,12,Dez,Cap 18,Sintomas/Sinais,7671
2018,12,Dez,Cap 19,Lesões/Traumas,43032
2018,12,Dez,Cap 20,Causas Externas,0
2018,12,Dez,Cap 21,Fatores de Saúde,12594
